# gitter v1.1.1 data file generated on Wed May 29 03:24:35 2019
# Warning possible misgridding: high count of small colony sizes, high count of low colony circularity
# Flags: S - Colony spill or edge interference, C - Low colony circularity
# row	col	size	circularity	flags
14	16	1453	0.8523	
14	17	1869	0.8782	
14	18	0	NA	
14	19	0	NA	
14	20	0	NA	
14	21	1439	0.8983	
14	22	1451	0.8191	
14	23	1209	0.8342	
14	24	1287	0.858	
15	1	1429	0.8184	
15	2	2216	0.8077	
15	3	0	NA	
15	4	0	NA	
15	5	2	Inf	
15	6	0	NA	
15	7	1388	0.795	
15	8	7	0.9433	
15	9	1007	0.8376	
15	10	0	NA	
15	11	1624	0.8819	
15	12	2471	0.864	
15	13	1641	0.905	
15	14	0	NA	
15	15	1817	0.8852	
15	16	97	0.9208	
15	17	1598	0.8311	
15	18	1425	0.8207	
15	19	1383	0.8476	
15	20	2200	0.9103	
15	21	1193	0.892	
15	22	1615	0.8798	
15	23	18	1.078	
15	24	1979	0.7929	
16	1	0	NA	
16	2	0	NA	
16	3	1911	0.7876	
16	4	1727	0.775	
16	5	2115	0.8009	
16	6	0	NA	
16	7	2250	0.7839	
16	8	1385	0.8718	
16	9	1774	0.8406	
16	10	1779	0.788	
16	11	2109	0.8644	
16	12	0	NA	
16	13	0	NA	
16	14	0	NA	
16	15	2391	0.8207	
16	16	0	NA	
16	17	2048	0.8306	
16	18	1115	0.908	
16	19	1587	0.8306	
16	20	1384	0.854	
16	21	1867	0.8684	
16	22	1263	0.8249	
16	23	1466	0.7625	
16	24	1454	0.8684	
