# gitter v1.1.1 data file generated on Wed May 29 03:23:38 2019
# Warning possible misgridding: high count of small colony sizes, high count of low colony circularity
# Flags: S - Colony spill or edge interference, C - Low colony circularity
# row	col	size	circularity	flags
9	11	3024	0.9169	
9	12	0	NA	
9	13	0	NA	
9	14	2544	0.8679	
9	15	2464	0.8376	
9	16	0	NA	
9	17	2629	0.9112	
9	18	3151	0.8372	
9	19	0	NA	
9	20	3497	0.8911	
9	21	1675	0.6904	
9	22	2824	0.7927	
9	23	20	1.1065	
9	24	0	NA	
10	1	0	NA	
10	2	0	NA	
10	3	0	NA	
10	4	2862	0.9158	
10	5	2695	0.7419	
10	6	0	NA	
10	7	3378	0.8975	
10	8	0	NA	
10	9	3087	0.9105	
10	10	3241	0.8791	
10	11	2666	0.8855	
10	12	2765	0.8954	
10	13	0	NA	
10	14	0	NA	
10	15	3278	0.9274	
10	16	2859	0.879	
10	17	3414	0.8839	
10	18	0	NA	
10	19	0	NA	
10	20	0	NA	
10	21	3672	0.8834	
10	22	1337	0.6485	
10	23	4055	0.9171	
10	24	0	NA	
11	1	3211	0.8616	
11	2	3223	0.8434	
11	3	0	NA	
11	4	2671	0.6968	
11	5	0	NA	
11	6	0	NA	
11	7	0	NA	
11	8	2716	0.8817	
11	9	2453	0.8997	
11	10	0	NA	
11	11	3052	0.9127	
11	12	2179	0.8803	
11	13	2651	0.9076	
11	14	3180	0.9098	
11	15	0	NA	
11	16	2621	0.8964	
11	17	2453	0.8806	
11	18	2957	0.8966	
11	19	0	NA	
11	20	2388	0.8595	
11	21	1030	0.3921	C
11	22	0	NA	
11	23	3455	0.8917	
11	24	3560	0.8698	
12	1	3523	0.8734	
12	2	2856	0.8914	
12	3	3215	0.8934	
12	4	0	NA	
12	5	3011	0.8238	
12	6	2827	0.8794	
12	7	3040	0.8895	
12	8	2546	0.8793	
12	9	2954	0.8713	
12	10	0	NA	
12	11	2918	0.9152	
12	12	2887	0.7979	
12	13	2813	0.9055	
12	14	2493	0.8527	
12	15	2983	0.8869	
12	16	2266	0.844	
12	17	2948	0.9042	
12	18	2345	0.879	
12	19	2970	0.8932	
12	20	2949	0.912	
12	21	3181	0.8656	
12	22	2295	0.9026	
12	23	0	NA	
12	24	0	NA	
13	1	3499	0.8964	
13	2	1887	0.177	C
13	3	1886	0.9028	
13	4	1948	0.8249	
13	5	2737	0.8716	
13	6	2927	0.918	
13	7	0	NA	
13	8	2505	0.8927	
13	9	2801	0.8591	
13	10	0	NA	
13	11	2918	0.8423	
13	12	0	NA	
13	13	0	NA	
13	14	0	NA	
13	15	3089	0.8988	
13	16	2516	0.8711	
13	17	2045	0.8601	
13	18	2483	0.8276	
13	19	2725	0.9115	
13	20	2819	0.8872	
13	21	2604	0.8948	
13	22	2643	0.6172	
13	23	3164	0.894	
13	24	3869	0.9101	
14	1	3426	0.8937	
14	2	2963	0.8306	
14	3	2625	0.8933	
14	4	0	NA	
14	5	2780	0.8749	
14	6	2568	0.8386	
14	7	2799	0.8757	
14	8	0	NA	
14	9	3292	0.8881	
14	10	0	NA	
14	11	2782	0.8583	
14	12	0	NA	
14	13	3347	0.8529	
14	14	2874	0.8714	
14	15	0	NA	
14	16	2944	0.8875	
14	17	3066	0.8615	
14	18	0	NA	
14	19	0	NA	
14	20	2105	0.8514	
14	21	0	NA	
14	22	354	0.3511	C
14	23	3259	0.8566	
14	24	3225	0.8816	
15	1	3530	0.8661	
15	2	3315	0.8972	
15	3	0	NA	
15	4	2555	0.8245	
15	5	0	NA	
15	6	0	NA	
15	7	2998	0.8557	
15	8	2798	0.8976	
15	9	1369	0.5837	C
15	10	0	NA	
15	11	0	NA	
15	12	3178	0.8444	
15	13	3353	0.9095	
15	14	0	NA	
15	15	2809	0.9219	
15	16	2097	0.8505	
15	17	2467	0.9001	
15	18	1685	0.6926	
15	19	2092	0.8575	
15	20	0	NA	
15	21	1791	0.8662	
15	22	2382	0.8986	
15	23	2861	0.8507	
15	24	2293	0.8244	
16	1	0	NA	
16	2	2045	0.8625	
16	3	2921	0.8575	
16	4	3299	0.8949	
16	5	0	NA	
16	6	0	NA	
16	7	2952	0.8646	
16	8	3000	0.8849	
16	9	1332	0.6674	
16	10	2627	0.8778	
16	11	2406	0.8637	
16	12	2946	0.881	
16	13	0	NA	
16	14	0	NA	
16	15	3297	0.9213	
16	16	0	NA	
16	17	2795	0.8997	
16	18	0	NA	
16	19	3019	0.8617	
16	20	2298	0.8993	
16	21	3160	0.9049	
16	22	2955	0.8766	
16	23	3084	0.9003	
16	24	3217	0.8679	
